layer	representation_type	strategy	split-type	r	p	fasttext-all-GS_r	in_freq_interval_225375_r	freq_lower_interval_1.5_r	freq_higher_interval_1.5_r	freq_lower_interval_1.75_r	freq_higher_interval_1.75_r	freq_lower_interval_2.25_r	freq_higher_interval_2.25_r	freq_lower_interval_2.5_r	freq_higher_interval_2.5_r	freq_lower_interval_2.75_r	freq_higher_interval_2.75_r	freq_lower_interval_3_r	freq_higher_interval_3_r	freq_lower_interval_3.25_r	freq_higher_interval_3.25_r	freq_lower_interval_3.5_r	freq_higher_interval_3.5_r	freq_lower_interval_3.75_r	freq_higher_interval_3.75_r	freq_lower_interval_4_r	freq_higher_interval_4_r	freq_lower_interval_4.25_r	freq_higher_interval_4.25_r	bothcomplete_flota_r	oneincomplete_flota_r
0	bert-flota-3	waverage	1-split	0.095032299122703	1.65787877078569E-11	0.195439909481596	0.162195643318418		0.134937334154388		0.134937334154388		0.136062997568441	0.64671818143316	0.152552229270867	-0.067186053461109	0.169134883801057	-0.00887192996579	0.156974499633346	0.121697972976758	0.052787718812825	0.155969712169008	0.132300717212118	0.135220595332375	0.410391340834062	0.134947748037002		0.134937334154388			
0	bert-flota-3	waverage	2-split	0.126272695884801	3.17427977561885E-19	0.178296824960152	0.093162091483427	0.2329163368341	0.119445789481492	0.19640077425974	0.114596266379339	0.158043247960803	0.101192246959979	0.159166681909333	0.093213757143411	0.144893385046789	0.029686467353222	0.143984761826188	0.020305219002362	0.130250876987212	0.5	0.128338091120011		0.128234870797012		0.128234870797012		0.128234870797012			
0	bert-flota-3	waverage	all	0.127337571638957	2.92594865600139E-55	0.288369435160257	0.119328011929775	0.2329163368341	0.159278418902907	0.19640077425974	0.160608569270751	0.159319817963318	0.162365359954477	0.159933544269583	0.167066228513517	0.140331537668267	0.173313817979494	0.134683404781082	0.180815149767012	0.133004336196304	0.196266246413845	0.136052412579385	0.232456991430893	0.136975574413511	0.290579751007574	0.140652523817847	0.323909245782861	0.1478468339357	0.375244950465145		
10	bert-flota-3	waverage	0-split	0.377554556197073	3.69027795352526E-169	0.465237568508668	0.360238956773352		0.383741597871781		0.383741597871781		0.383741597871781		0.383721931226735		0.384400122063244	0.182819826748162	0.385378973948677	0.262010722916951	0.382176480228054	0.345737056193698	0.394534405904182	0.315637793012929	0.431565731450086	0.320822415137436	0.451736130270171	0.334298753620677	0.456171480854126		
10	bert-flota-3	waverage	1-split	0.290886150957164	4.32544415494448E-98	0.302041877841675	0.276397983648095		0.278492072306246		0.278492072306246		0.277075701301508	0.479050504765304	0.28027470199047	0.179617207658831	0.274393211967385	0.287745141370789	0.276982617518886	0.279760514944766	0.29870443664878	0.273233942650525	0.309939680890971	0.278137614967418	0.615587011251092	0.276759464813971		0.278492072306246			
10	bert-flota-3	waverage	2-split	0.259763323006915	6.54620647162489E-78	0.356657894274875	0.223481155775123	0.301312403999669	0.252099810510273	0.321428961999071	0.241272798056508	0.311876457455462	0.235527409119097	0.296841446638497	0.223424109299123	0.282262233626522	0.211457825821886	0.268176349940724	0.066871672021266	0.260403686999544	-0.5	0.255187122864992		0.254380044730258		0.254380044730258		0.254380044730258			
10	bert-flota-3	waverage	all	0.282251512450116	9.77902739932423E-273	0.402509644110721	0.289512467050601	0.301312403999669	0.31367169709057	0.321428961999071	0.316752213776565	0.313427568514122	0.329551887167695	0.298975744006477	0.338774837115346	0.284489424043147	0.351446553153568	0.270029146080393	0.365570927792447	0.268154200871797	0.37571998496702	0.282114543794664	0.392462430781369	0.291306308999732	0.432164196451765	0.291842399158014	0.451736130270171	0.296328185506502	0.456171480854126		
3	bert-flota-3	longest	0-split	0.283226369502723	7.06234228123466E-93	0.50573457113752	0.313908505906134		0.297664914597508		0.297664914597508		0.297664914597508		0.297630254042706		0.298877801160089	0.057268861390991	0.300884443364826	0.352590684570309	0.309842143212928	0.34305692619001	0.33208050965559	0.293122883572356	0.381316811757741	0.279834081261187	0.408812670398079	0.284139436252067	0.443924235982326		
3	bert-flota-3	longest	1-split	0.145972054109358	3.22831001779673E-25	0.227260465602419	0.200943502091715		0.186112223390306		0.186112223390306		0.185926130461315	0.263477777620917	0.201472207159544	-0.066212342541383	0.199872389422638	0.136837000069854	0.22146557014191	0.162771773941119	0.208964875711247	0.183588553070563	0.356908473684181	0.181796714928039	0.615587011251092	0.185211625339613		0.186112223390306			
3	bert-flota-3	longest	2-split	0.14791596869974	7.40665593661357E-26	0.184036397685873	0.11749801162775	0.225474471408588	0.136225750353716	0.196868560792428	0.129896225959725	0.164499689129064	0.127201511398276	0.161768073407157	0.130304187725407	0.148645940592286	0.142282447363988	0.143468384786733	0.114136416455625	0.142537890904045	0.5	0.142738947026201		0.142487901211619		0.142487901211619		0.142487901211619			
